,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
85,Combined Cycle,atb,Gas-CC-AvgCF - Mid,Natural Gas,thermal,400,6363.0,812286.3957,24455.34,1.558692,Yes,0.003,0.035,119.0,55,3.6509190329230177,,,,,,,,CC,4,127.2,40835.92707870164,160.0,0.0,24.78948980648916,1,0.0,1,1,UT,,,,,,,,,,,Combined CycleUT
86,Combined Cycle CCS,atb,Gas-CC-CCS-AvgCF - Mid,Natural Gas,thermal,340,6170.0,1522423.112,54106.31999999999,4.765656,Yes,0.003,0.035,11.9,55,3.6509190329230177,,,,,,,,CCS,4,108.12,34710.5380168964,136.0,0.0,27.291826433135018,1,0.0,1,1,UT,,,,,,,,,,,Combined Cycle CCSUT
87,Nuclear,atb,Nuclear - Mid,Nuclear Fuel,thermal,1117,10455.0,5246173.385,129866.215,2.10672332,Yes,0.0,0.0,0.0,60,0.6559195578450814,,,,,,,,Nuclear,20,89.36,570171.6318363717,1005.3000000000001,0.0,8.964362297270325,0,0.0,1,1,UT,,,,,,,,,,,NuclearUT
88,Battery Storage,atb,Storage,Energy Storage,storage,100,0.0,526793.4341,13169.835849999998,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.85,400.0,0.0,100.0,0.0,Battery,0,6000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,UT,,,,,,,,,,,Battery StorageUT
89,Hydrogen,h2_storage,,Energy Storage,storage,500,0.0,1540000.0,46000.0,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.49,1440000.0,0.0,500.0,516000.0,Hydrogen,0,30000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,UT,,,,,,,,,,,HydrogenUT
90,SR,SR,,Nuclear Fuel,thermal,80,10455.0,4053200.0,88710.0,11.53,Yes,0.0,0.0,0.0,40,0.6559195578450814,,,,,,,,Nuclear,20,6.4,40835.92707870164,72.0,0.0,18.387638977270324,0,0.0,1,1,UT,,,,,,,,,,,SRUT
91,SMR,SMR,,Natural Gas,h2,9170,1.0,33800000.0,0.0,765.0,Yes,0.0,0.0,20000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,765.0036509190329,0,0.0,1,1,UT,,,,,,,,,,,SMRUT
92,SMR CCS,SMR,,Natural Gas,h2,9170,1.0,73480000.0,838.0,0.0,Yes,0.0,0.0,2000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,0.0036509190329230175,0,0.0,1,1,UT,,,,,,,,,,,SMR CCSUT
93,Electrolyzer,electrolyzer,,Electricity,h2,2000,0.0,11792955.0,1915000.0,0.0,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,Electrolyzer,0,2000.0,0.0,2000.0,0.0,0.0,0,0.0,1,1,UT,,,,,,,,,,,ElectrolyzerUT
94,Fuel Cell,fuel_cell,,Hydrogen,h2toelectricity,50,0.0,1090000.0,13000.0,8.9,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,FuelCell,0,50.0,0.0,50.0,0.0,8.9,0,0.0,1,1,UT,,,,,,,,,,,Fuel CellUT
95,H2 Turbine,h2_turbine,,Hydrogen,h2toelectricity,1100,0.0,900000.0,13000.0,2.8,Yes,0.0,0.0,0.0,25,0.0,,,,,,,,H2Turbine,0,1100.0,0.0,1100.0,0.0,2.8,0,0.0,1,1,UT,,,,,,,,,,,H2 TurbineUT
96,Coal Steam CCS,atb,Coal-CCS-AvgCF-Mid,Coal,thermal,650,9467.0,3344483.044,94059.0,11.699148,Yes,0.062,0.085,20.5,65,1.751942379046926,wet,Bituminous,,,,,,CCS,12,116.35,66358.38150289017,260.0,0.0,28.284786502437242,1,0.0,1,1,AZ,,,,,,,,,,,Coal Steam CCSAZ
97,Combined Cycle,atb,Gas-CC-AvgCF - Mid,Natural Gas,thermal,400,6363.0,812286.3957,24455.34,1.558692,Yes,0.003,0.035,119.0,55,3.6509190329230177,,,,,,,,CC,4,127.2,40835.92707870164,160.0,0.0,24.78948980648916,1,0.0,1,1,AZ,,,,,,,,,,,Combined CycleAZ
98,Combined Cycle CCS,atb,Gas-CC-CCS-AvgCF - Mid,Natural Gas,thermal,340,6170.0,1522423.112,54106.31999999999,4.765656,Yes,0.003,0.035,11.9,55,3.6509190329230177,,,,,,,,CCS,4,108.12,34710.5380168964,136.0,0.0,27.291826433135018,1,0.0,1,1,AZ,,,,,,,,,,,Combined Cycle CCSAZ
99,Nuclear,atb,Nuclear - Mid,Nuclear Fuel,thermal,1117,10455.0,5246173.385,129866.215,2.10672332,Yes,0.0,0.0,0.0,60,0.6559195578450814,,,,,,,,Nuclear,20,89.36,570171.6318363717,1005.3000000000001,0.0,8.964362297270325,0,0.0,1,1,AZ,,,,,,,,,,,NuclearAZ
100,Battery Storage,atb,Storage,Energy Storage,storage,100,0.0,526793.4341,13169.835849999998,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.85,400.0,0.0,100.0,0.0,Battery,0,6000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,AZ,,,,,,,,,,,Battery StorageAZ
101,Hydrogen,h2_storage,,Energy Storage,storage,500,0.0,1540000.0,46000.0,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.49,1440000.0,0.0,500.0,516000.0,Hydrogen,0,30000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,AZ,,,,,,,,,,,HydrogenAZ
102,SR,SR,,Nuclear Fuel,thermal,80,10455.0,4053200.0,88710.0,11.53,Yes,0.0,0.0,0.0,40,0.6559195578450814,,,,,,,,Nuclear,20,6.4,40835.92707870164,72.0,0.0,18.387638977270324,0,0.0,1,1,AZ,,,,,,,,,,,SRAZ
103,SMR,SMR,,Natural Gas,h2,9170,1.0,33800000.0,0.0,765.0,Yes,0.0,0.0,20000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,765.0036509190329,0,0.0,1,1,AZ,,,,,,,,,,,SMRAZ
104,SMR CCS,SMR,,Natural Gas,h2,9170,1.0,73480000.0,838.0,0.0,Yes,0.0,0.0,2000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,0.0036509190329230175,0,0.0,1,1,AZ,,,,,,,,,,,SMR CCSAZ
105,Electrolyzer,electrolyzer,,Electricity,h2,2000,0.0,11792955.0,1915000.0,0.0,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,Electrolyzer,0,2000.0,0.0,2000.0,0.0,0.0,0,0.0,1,1,AZ,,,,,,,,,,,ElectrolyzerAZ
106,Fuel Cell,fuel_cell,,Hydrogen,h2toelectricity,50,0.0,1090000.0,13000.0,8.9,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,FuelCell,0,50.0,0.0,50.0,0.0,8.9,0,0.0,1,1,AZ,,,,,,,,,,,Fuel CellAZ
107,H2 Turbine,h2_turbine,,Hydrogen,h2toelectricity,1100,0.0,900000.0,13000.0,2.8,Yes,0.0,0.0,0.0,25,0.0,,,,,,,,H2Turbine,0,1100.0,0.0,1100.0,0.0,2.8,0,0.0,1,1,AZ,,,,,,,,,,,H2 TurbineAZ
108,Coal Steam CCS,atb,Coal-CCS-AvgCF-Mid,Coal,thermal,650,9467.0,3344483.044,94059.0,11.699148,Yes,0.062,0.085,20.5,65,1.751942379046926,wet,Bituminous,,,,,,CCS,12,116.35,66358.38150289017,260.0,0.0,28.284786502437242,1,0.0,1,1,NM,,,,,,,,,,,Coal Steam CCSNM
109,Combined Cycle,atb,Gas-CC-AvgCF - Mid,Natural Gas,thermal,400,6363.0,812286.3957,24455.34,1.558692,Yes,0.003,0.035,119.0,55,3.6509190329230177,,,,,,,,CC,4,127.2,40835.92707870164,160.0,0.0,24.78948980648916,1,0.0,1,1,NM,,,,,,,,,,,Combined CycleNM
110,Combined Cycle CCS,atb,Gas-CC-CCS-AvgCF - Mid,Natural Gas,thermal,340,6170.0,1522423.112,54106.31999999999,4.765656,Yes,0.003,0.035,11.9,55,3.6509190329230177,,,,,,,,CCS,4,108.12,34710.5380168964,136.0,0.0,27.291826433135018,1,0.0,1,1,NM,,,,,,,,,,,Combined Cycle CCSNM
111,Nuclear,atb,Nuclear - Mid,Nuclear Fuel,thermal,1117,10455.0,5246173.385,129866.215,2.10672332,Yes,0.0,0.0,0.0,60,0.6559195578450814,,,,,,,,Nuclear,20,89.36,570171.6318363717,1005.3000000000001,0.0,8.964362297270325,0,0.0,1,1,NM,,,,,,,,,,,NuclearNM
112,Battery Storage,atb,Storage,Energy Storage,storage,100,0.0,526793.4341,13169.835849999998,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.85,400.0,0.0,100.0,0.0,Battery,0,6000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,NM,,,,,,,,,,,Battery StorageNM
113,Hydrogen,h2_storage,,Energy Storage,storage,500,0.0,1540000.0,46000.0,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.49,1440000.0,0.0,500.0,516000.0,Hydrogen,0,30000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,NM,,,,,,,,,,,HydrogenNM
114,SR,SR,,Nuclear Fuel,thermal,80,10455.0,4053200.0,88710.0,11.53,Yes,0.0,0.0,0.0,40,0.6559195578450814,,,,,,,,Nuclear,20,6.4,40835.92707870164,72.0,0.0,18.387638977270324,0,0.0,1,1,NM,,,,,,,,,,,SRNM
115,SMR,SMR,,Natural Gas,h2,9170,1.0,33800000.0,0.0,765.0,Yes,0.0,0.0,20000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,765.0036509190329,0,0.0,1,1,NM,,,,,,,,,,,SMRNM
116,SMR CCS,SMR,,Natural Gas,h2,9170,1.0,73480000.0,838.0,0.0,Yes,0.0,0.0,2000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,0.0036509190329230175,0,0.0,1,1,NM,,,,,,,,,,,SMR CCSNM
117,Electrolyzer,electrolyzer,,Electricity,h2,2000,0.0,11792955.0,1915000.0,0.0,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,Electrolyzer,0,2000.0,0.0,2000.0,0.0,0.0,0,0.0,1,1,NM,,,,,,,,,,,ElectrolyzerNM
118,Fuel Cell,fuel_cell,,Hydrogen,h2toelectricity,50,0.0,1090000.0,13000.0,8.9,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,FuelCell,0,50.0,0.0,50.0,0.0,8.9,0,0.0,1,1,NM,,,,,,,,,,,Fuel CellNM
119,H2 Turbine,h2_turbine,,Hydrogen,h2toelectricity,1100,0.0,900000.0,13000.0,2.8,Yes,0.0,0.0,0.0,25,0.0,,,,,,,,H2Turbine,0,1100.0,0.0,1100.0,0.0,2.8,0,0.0,1,1,NM,,,,,,,,,,,H2 TurbineNM
120,Coal Steam CCS,atb,Coal-CCS-AvgCF-Mid,Coal,thermal,650,9467.0,3344483.044,94059.0,11.699148,Yes,0.062,0.085,20.5,65,1.751942379046926,wet,Bituminous,,,,,,CCS,12,116.35,66358.38150289017,260.0,0.0,28.284786502437242,1,0.0,1,1,CO,,,,,,,,,,,Coal Steam CCSCO
121,Combined Cycle,atb,Gas-CC-AvgCF - Mid,Natural Gas,thermal,400,6363.0,812286.3957,24455.34,1.558692,Yes,0.003,0.035,119.0,55,3.6509190329230177,,,,,,,,CC,4,127.2,40835.92707870164,160.0,0.0,24.78948980648916,1,0.0,1,1,CO,,,,,,,,,,,Combined CycleCO
122,Combined Cycle CCS,atb,Gas-CC-CCS-AvgCF - Mid,Natural Gas,thermal,340,6170.0,1522423.112,54106.31999999999,4.765656,Yes,0.003,0.035,11.9,55,3.6509190329230177,,,,,,,,CCS,4,108.12,34710.5380168964,136.0,0.0,27.291826433135018,1,0.0,1,1,CO,,,,,,,,,,,Combined Cycle CCSCO
123,Nuclear,atb,Nuclear - Mid,Nuclear Fuel,thermal,1117,10455.0,5246173.385,129866.215,2.10672332,Yes,0.0,0.0,0.0,60,0.6559195578450814,,,,,,,,Nuclear,20,89.36,570171.6318363717,1005.3000000000001,0.0,8.964362297270325,0,0.0,1,1,CO,,,,,,,,,,,NuclearCO
124,Battery Storage,atb,Storage,Energy Storage,storage,100,0.0,526793.4341,13169.835849999998,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.85,400.0,0.0,100.0,0.0,Battery,0,6000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,CO,,,,,,,,,,,Battery StorageCO
125,Hydrogen,h2_storage,,Energy Storage,storage,500,0.0,1540000.0,46000.0,0.0,Yes,0.0,0.0,0.0,15,0.0,,,0.49,1440000.0,0.0,500.0,516000.0,Hydrogen,0,30000.0,0.0,0.0,0.0,0.0,0,0.0,1,1,CO,,,,,,,,,,,HydrogenCO
126,SR,SR,,Nuclear Fuel,thermal,80,10455.0,4053200.0,88710.0,11.53,Yes,0.0,0.0,0.0,40,0.6559195578450814,,,,,,,,Nuclear,20,6.4,40835.92707870164,72.0,0.0,18.387638977270324,0,0.0,1,1,CO,,,,,,,,,,,SRCO
127,SMR,SMR,,Natural Gas,h2,9170,1.0,33800000.0,0.0,765.0,Yes,0.0,0.0,20000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,765.0036509190329,0,0.0,1,1,CO,,,,,,,,,,,SMRCO
128,SMR CCS,SMR,,Natural Gas,h2,9170,1.0,73480000.0,838.0,0.0,Yes,0.0,0.0,2000.0,25,3.6509190329230177,,,,,,,,SMR,0,9170.0,0.0,3668.0,0.0,0.0036509190329230175,0,0.0,1,1,CO,,,,,,,,,,,SMR CCSCO
129,Electrolyzer,electrolyzer,,Electricity,h2,2000,0.0,11792955.0,1915000.0,0.0,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,Electrolyzer,0,2000.0,0.0,2000.0,0.0,0.0,0,0.0,1,1,CO,,,,,,,,,,,ElectrolyzerCO
130,Fuel Cell,fuel_cell,,Hydrogen,h2toelectricity,50,0.0,1090000.0,13000.0,8.9,Yes,0.0,0.0,0.0,10,0.0,,,,,,,,FuelCell,0,50.0,0.0,50.0,0.0,8.9,0,0.0,1,1,CO,,,,,,,,,,,Fuel CellCO
131,H2 Turbine,h2_turbine,,Hydrogen,h2toelectricity,1100,0.0,900000.0,13000.0,2.8,Yes,0.0,0.0,0.0,25,0.0,,,,,,,,H2Turbine,0,1100.0,0.0,1100.0,0.0,2.8,0,0.0,1,1,CO,,,,,,,,,,,H2 TurbineCO
132,windlat31.83lon-112.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,31.83,-112.32,POINT (-112.32 31.83),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,windlat31.83lon-112.32AZ
133,windlat32.33lon-113.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-113.32,POINT (-113.32 32.33),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,windlat32.33lon-113.32AZ
134,windlat32.33lon-111.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-111.32,POINT (-111.32 32.33),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,windlat32.33lon-111.32AZ
135,solarlat31.83lon-112.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,31.83,-112.32,POINT (-112.32 31.83),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,solarlat31.83lon-112.32AZ
136,solarlat32.33lon-113.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-113.32,POINT (-113.32 32.33),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,solarlat32.33lon-113.32AZ
137,solarlat32.33lon-111.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-111.32,POINT (-111.32 32.33),29.0,30.0,30.0,7.53109440832,2.54443112223,p30,rto3,solarlat32.33lon-111.32AZ
138,windlat31.83lon-110.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,31.83,-110.32,POINT (-110.32 31.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat31.83lon-110.32AZ
139,windlat32.33lon-109.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-109.82,POINT (-109.82 32.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat32.33lon-109.82AZ
140,windlat32.83lon-113.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.83,-113.32,POINT (-113.32 32.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat32.83lon-113.32AZ
141,windlat32.83lon-111.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.83,-111.32,POINT (-111.32 32.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat32.83lon-111.32AZ
142,windlat32.83lon-109.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,32.83,-109.32,POINT (-109.32 32.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat32.83lon-109.32AZ
143,windlat33.33lon-112.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,33.33,-112.82,POINT (-112.82 33.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat33.33lon-112.82AZ
144,windlat33.33lon-110.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,33.33,-110.82,POINT (-110.82 33.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat33.33lon-110.82AZ
145,windlat33.83lon-113.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,33.83,-113.32,POINT (-113.32 33.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat33.83lon-113.32AZ
146,windlat33.83lon-111.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,33.83,-111.32,POINT (-111.32 33.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat33.83lon-111.32AZ
147,windlat34.33lon-112.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,34.33,-112.82,POINT (-112.82 34.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat34.33lon-112.82AZ
148,windlat34.33lon-110.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,34.33,-110.82,POINT (-110.82 34.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat34.33lon-110.82AZ
149,windlat34.67lon-110.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,34.67,-110.32,POINT (-110.32 34.67),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat34.67lon-110.32AZ
150,windlat34.83lon-113.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,34.83,-113.32,POINT (-113.32 34.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat34.83lon-113.32AZ
151,windlat34.83lon-111.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,34.83,-111.32,POINT (-111.32 34.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat34.83lon-111.32AZ
152,windlat35.33lon-111.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,35.33,-111.82,POINT (-111.82 35.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat35.33lon-111.82AZ
153,windlat35.83lon-111.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,35.83,-111.82,POINT (-111.82 35.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat35.83lon-111.82AZ
154,windlat36.33lon-111.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,36.33,-111.82,POINT (-111.82 36.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat36.33lon-111.82AZ
155,windlat36.83lon-112.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,36.83,-112.32,POINT (-112.32 36.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat36.83lon-112.32AZ
156,windlat36.83lon-110.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,AZ,36.83,-110.32,POINT (-110.32 36.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,windlat36.83lon-110.32AZ
157,solarlat31.83lon-110.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,31.83,-110.32,POINT (-110.32 31.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,solarlat31.83lon-110.32AZ
158,solarlat32.33lon-109.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,32.33,-109.32,POINT (-109.32 32.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,solarlat32.33lon-109.32AZ
159,solarlat32.83lon-112.82,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,32.83,-112.82,POINT (-112.82 32.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,solarlat32.83lon-112.82AZ
160,solarlat32.83lon-110.82,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,32.83,-110.82,POINT (-110.82 32.83),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,solarlat32.83lon-110.82AZ
161,solarlat33.33lon-114.32,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,AZ,33.33,-114.32,POINT (-114.32 33.33),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,solarlat33.33lon-114.32AZ
